Descrição do Item,Categoria,Valor,Data
cofre em plástico branco para escritório - Cód. Y4679,Mobiliário e Equipamento de Escritório,6373.32 €,2023-05-04
Contratação de seguro de cibersegurança - cobertura básica (Ageas) - Ref: S252,Seguros,3936.56 €,12/09/2023
Serviço de consultoria fiscal anual (Período: Jul/2024),Serviços de Contabilidade,1089.44€,27.09.2023
Serviço jurídico de resolução de litígios - elaboração de contrato (Período: Nov/2024),Serviços Jurídicos,9996.35€,01.08.2023
Serviço de auditoria de qualidade semestral conforme SOX - Fatura nº 5007/2024,Serviços de Auditoria,1598.74 €,2023-04-23
Serviço de campanha publicitária para YouTube - Cód. S4669,Serviços de Marketing,5398.39 €,03-04-2023
Serviço jurídico de proteção de dados - elaboração de contrato (Período: Abr/2024),Serviços Jurídicos,4453.81€,2023-09-10
Fornecimento de eletricidade para instalações - tarifa bi-horária (Iberdrola) (NIF: 8617452608),Energia e Utilidades,6944.97 €,2023-12-04
Manutenção preventiva anual de sistemas de segurança - Fatura nº 2205/2024,Serviços de Manutenção,1078.24 €,13.01.2023
Licença por utilizador de QuickBooks Plus - Ref: C712,Licenciamento de Software,9949.40 €,2023-05-24
Serviço de internet de fibra ótica empresarial 100 Mbps - Vodafone - Ref: Y816,Telecomunicações,7616.09 €,2023-07-13
Formação em gestão de tempo para colaboradores - online 16 horas - Fatura nº 3643/2024,Formação e Desenvolvimento,6060.06€,14-05-2023
Serviço jurídico de direito laboral - elaboração de acordo (Período: Abr/2024),Serviços Jurídicos,1470.83€,04/04/2023
Serviço de email marketing para YouTube - Cód. E7721,Serviços de Marketing,6246.65€,28-07-2023
Router Wi-Fi LG Ultra para uso profissional - Ref: M553,Equipamentos Informáticos,9498.33 €,21.08.2023
Fornecimento de gás natural para instalações - tarifa simples (Endesa) - Cód. B2402,Energia e Utilidades,6796.17 €,21.11.2023
Serviço de planeamenti fiscal anual - Cód. U4091,Serviços de Contabilidade,5326.84€,28.02.2023
Serviço de processamento de salários mensal - Ref: B167,Serviços de Contabilidade,6666.53 €,19-09-2023
Formação em gestão de conflitos para colaboradores - presencial 16 horas (Período: Mai/2024),Formação e Desenvolvimento,4921.76€,11-08-2023
Fornecimento de resma de canetzs para escritório - Ref: I631,Material de Escritório,7289.55 €,16-09-2023
Consultoria em transformação digital - projeto de 3 meses - Cód. J6796,Serviços de Consultoria,3997.57€,03/02/2023
Manutenção preditiva semestral de elevadores - Cód. X5560,Serviços de Manutenção,9128.54 €,05-12-2023
Serviço de elaboração de relatórios financeiros trimestral (Período: Jun/2024),Serviços de Contabilidade,7576.75€,29-07-2023
Licença por utilizador de Adobe Creative Suite Pro - Ref: F205,Licenciamento de Software,486.02€,30-09-2023
Serviço de apoio em auditorias fiscais anual (Período: Fev/2024),Serviços de Contabilidade,6406.91€,2023-11-08
Licença por dispositivo de Microsoft Office Plus - Fatura nº 1595/2024,Licenciamento de Software,2278.63€,2023-07-21
Consultoria em recursos humanos - projeto de 3 meses - Fatura nº 2824/2024,Serviços de Consultoria,4278.62 €,2023-12-03
Contratação de seguro de frota automóvel - cobertura standard (Tranquilidade) - Fatura nº 8245/2024,Seguros,7976.89 €,17.03.2023
Serviço de auditoria forense pontuaç conforme ISO 14001 - Cód. G8177,Serviços de Auditoria,1843.40€,23-08-2023
Licença enterprise de Primavera Pro (Período: Jun/2024),Licenciamento de Software,3035.66€,2023-01-26
Licença por utilizador de Adobe Creative Suite Pro (Período: Out/2024),Licenciamento de Software,9506.63€,19/10/2023
Computador Apple Elite para uso profissional - Cód. I5278,Equipamentos Informáticos,8622.88€,29-03-2023
Fornecimento de caixa de papel A4 para escritório - Ref: R689,Material de Escritório,9694.90€,04.02.2023
projetor em madeira castanho para escritório (Período: Mai/2024),Mobiliário e Equipamento de Escritório,1898.57€,05/09/2023
Manutenção preventiva anual de sistemas de segurança - Cód. Y4881,Serviços de Manutenção,5235.75€,20.11.2023
Serviço de telefonia fixa empresarial 100 Mbps - NOS - Cód. G6221,Telecomunicações,4144.25 €,23/08/2023
Fornecimento de pacote de tinteiros para escritório (NIF: 1154035132),Material de Escritório,7490.67€,28-08-2023
Consultoria em transformação digital - projeto de 3 meses (NIF: 9775259542),Serviços de Consultoria,9736.64€,18/07/2023
Fornecimento de água para instalações - tarifa tri-horária (Goldenergy) - Cód. A7657,Energia e Utilidades,1460.04 €,02/08/2023
Serviço de preparação de demonstrações financeiras mensal (NIF: 2252445238),Serviços de Contabilidade,1303.42 €,10.10.2023
Fornecimento de gestão de resíduos para instalações - tarifa simples (Galp) (NIF: 8840478786),Energia e Utilidades,8683.29 €,25/08/2023
Fornecimento de água para instalações - tarifa simples (Goldenergy) - Ref: U271,Energia e Utilidades,8979.42€,19/03/2023
Fornecimento de resma de post-its para escritório (Período: Abr/2024),Material de Escritório,8005.50€,2023-05-18
Despesa com transporte de mercadorias - nacional - Fatura nº 8860/2024,Despesas de Transporte e Logística,8254.30 €,2023-03-04
Despesa com transporte de mercadorias - internacional - Cód. V5264,Despesas de Transporte e Logística,5801.40€,31-03-2023
Fornecimento de caixa de agendas para escritório (NIF: 9334523994),Material de Escritório,7848.07 €,20/03/2023
Fornecimento de energias renováveis para instalações - tarifa simples (Goldenergy) (Período: Nov/2024),Energia e Utilidades,7171.06 €,21.09.2023
Serviço jurídico de recuperação de créditos - elaboração de procuração (NIF: 9629698094),Serviços Jurídicos,2435.76 €,04.05.2023
Fornecimento de gestão de resíduos para instalações - tarifa tri-horária (Goldenergy) - Cód. O2559,Energia e Utilidades,4705.53 €,2023-12-30
Contratação de seguro multirriscos - cobertura standard (Ageas) (Período: Ago/2024),Seguros,4917.31 €,02.11.2023
Serviço de relações públicas para LinkedIn (Período: Ago/2024),Serviços de Marketing,5124.04€,23-12-2023
Consultoria em compliance - projeto de 3 meses - Fatura nº 9691/2024,Serviços de Consultoria,8165.24 €,2023-09-14
projetor em plástico branco para escritório - Ref: O458,Mobiliário e Equipamento de Escritório,8990.11 €,08.10.2023
Contratação de seguro multirriscos - cobertura premium (Generali) - Fatura nº 3206/2024,Seguros,9327.53 €,28-09-2023
Manutenção corretiva mensal de rede informática (NIF: 8104357666),Serviços de Manutenção,5406.67 €,15/08/2023
Serviço de VoIP empresarial 200 Mbps - MEO - Ref: T621,Telecomunicações,5489.95€,08/10/2023
Despesa com serviços de courier - expresso - Cód. I4559,Despesas de Transporte e Logística,3322.85€,2023-12-18
Formação em competências digitais para colaboradores - online 16 horas - Cód. E3480,Formação e Desenvolvimento,3619.63 €,01.11.2023
mesa de reunião em plástico azul para escritório - Cód. X3258,Mobiliário e Equipamento de Escritório,1672.70 €,14/11/2023
Serviço de gestão de redes sociais para Facebook (Período: Mar/2024),Serviços de Marketing,56.86 €,2023-11-17
Contratação de seguro multirriscos - cobertura premium (Allianz) - Cód. S1392,Seguros,1277.31€,2023-11-04
Serviço de auditoria de sistemas semestral conforme ISO 27001 - Ref: B373,Serviços de Auditoria,8848.74 €,15/10/2023
Serviço de auditoria ambiental anual conforme ISO 14001 - Fatura nº 4604/2024,Serviços de Auditoria,7400.58 €,22.12.2023
Serviço de auditoria de sistemas semestral condorme ISO 9001 - Fatura nº 8457/2024,Serviços de Auditoria,6295.58 €,10.01.2023
Fornecimento de gestão de resíduos para instalações - tarifa tri-horária (Endesa) - Fatura nº 4774/2024,Energia e Utilidades,6134.52 €,15.12.2023
Licemça perpétua de QuickBooks Pro - Cód. I3512,Licenciamento de Software,8633.07 €,30/10/2023
Contratação de seguro de frota automóvel - cobertura standard (Allianz) (NIF: 8323680349),Seguros,9981.63€,25-02-2023
Serviço de auditoria interna semestral conforme ISO 9001 (NIF: 2178735166),Serviços de Auditoria,6507.71€,2023-07-19
Fornecimento de energias renováveis para instalações - tarifa tri-horária (Galp) - Cód. I7061,Energia e Utilidades,40.29€,17/12/2023
Fornecimento de conjunto de canetas para escritório - Fatura nº 8820/2024,Material de Escritório,461.25€,09/02/2023
Contratação de seguro de saúde grupal - cobertura standard (Tranquilidade) (Período: Jun/2024),Seguros,3582.73€,01.12.2023
Serviço jurídico de fusões e aquisições - elaboeação de parecer (NIF: 5578323168),Serviços Jurídicos,2833.43 €,01/09/2023
Despesa com aluguer de veículos - nacional - Cód. P1504,Despesas de Transporte e Logística,6494.10 €,13/01/2023
Serviço de organização de eventos para TikTok - Fatura nº 4393/2024,Serviços de Marketing,7680.56€,14.07.2023
Despesa com seguro automóvel - nacional - Fatura nº 6993/2024,Despesas de Transporte e Logística,8123.33€,13/05/2023
Fornecimento de energias renováveis para instalações - garifa bi-horária (Iberdrola) - Ref: Z943,Energia e Utilidades,5532.37 €,2023-10-25
Serviço de campanha publicitária para YouTube - Cód. W8612,Serviços de Marketing,2717.00 €,24/04/2023
Manutenção corretiva mensal de elevadores - Cód. H9324,Serviços de Manutenção,2949.20 €,13.07.2023
cadeira ergonómica em plástico branco para escritório - Ref: P395,Mobiliário e Equipamento de Escritório,3088.44€,03/09/2023
Serviço de auditoria operacional semestral conforme SOX - Cód. D1090,Serviços de Auditoria,4323.72€,22.09.2023
Tablet Logitech Elite para uso profissional - Ref: O740,Equipamentos Informáticos,6383.01€,2023-12-09
cofre em vidro branco para escritório (NIF: 1229714493),Mobiliário e Equipamento de Escritório,8045.53 €,02/01/2023
Manutenção preditiva semestral de elevadores - Ref: O744,Serviços de Manutenção,5353.26€,17.07.2023
Licença perpétua de Microsoft Office 2023 - Fatura nº 2984/2024,Licenciamento de Software,5775.27€,09-04-2023
Contratação de seguro de frota automóvel - cobertura standarc (Fidelidade) - Ref: V694,Seguros,4198.33€,25-06-2023
Formação em gestão de tempo para colaboradores - presencial 8 horas - Ref: F479,Formação e Desenvolvimento,4119.17 €,08-12-2023
Serviço de telefonia fixa empresarial 200 Mbps - MEO - Fatura nº 3326/2024,Telecomunicações,9041.42 €,27.01.2023
Serviço de email marketing para Instagram - Cód. Y5470,Serviços de Marketing,7552.86 €,23.08.2023
Contratação de seguro de saúde grupal - cobertura básica (Generali) - Fatura nº 8673/2024,Seguros,5078.03€,04/04/2023
Consultoria em gestão - projeto de 3 meses - Cód. V8074,Serviços de Consultoria,2628.22€,28/04/2023
Serviço de planeamento fiscal trimestral (NIF: 1259569803),Serviços de Contabilidade,186.27€,18-09-2023
Consultoria em recursos humanos - pontual (Período: Mar/2024),Serviços de Consultoria,4039.70 €,11.03.2023
Serviço de preparação de demonstrações financeiras anual - Cód. M3339,Serviços de Contabilidade,423.47 €,11/05/2023
Licença perpétua de SAP Pro (Período: Jul/2024),Licenciamento de Software,3191.44€,23/01/2023
Consultoria em sustentabilidade - pontual - Ref: O351,Serviços de Consultoria,9270.97 €,23-08-2023
Fornecimento de pacote de envelopes para escritório - Fatura nº 3512/2024,Material de Escritório,4364.15€,25.07.2023
Fornecimento de gestão de resíduos para instalações - tarifa tri-horária (Endesa) (NIF: 9786737778),Energia e Utilidades,9182.54€,08-12-2023
Consultoria em marketing digital - pontual - Fatura nº 1721/2024,Serviços de Consultoria,9602.62€,2023-09-10
Formação em gestão de conflitos para colaboradores - online 16 horas - Fatura nº 6243/2024,Formação e Desenvolvimento,612.63 €,29/05/2023
Serviço de auditoria operacional trimestral conforme ISO 14001 - Cód. O6011,Serviços de Auditoria,3189.55€,11/11/2023
mesa de reunião em madeira azul para escritório - Cód. K3611,Mobiliário e Equipamento de Escritório,1257.22€,28/04/2023
Licença cloud de SPSS Ultimate (Período: Set/2024),Licenciamento de Software,4684.38 €,28-03-2023
Serviço jurídico de fusões e aquisições - elaboração de parecer (Período: Jul/2024),Serviços Jurídicos,2034.48€,31/10/2023
Contratação de seguro de acidentes de trabalho - cobertura all-risk (Allianz) (NIF: 6698414729),Seguros,6223.09 €,02.12.2023
Serviço jurídico de direito laboral - elaboração de parecer - Ref: R458,Serviços Jurídicos,2971.10€,12/03/2023
Fornecimento de energias renováveis para instalações - tarifa simples (Iberdrola) (Período: Abr/2024),Energia e Utilidades,3766.52€,29.12.2023
Serviço de preparação de demonstrações financeiras anual - Fatura nº 8012/2024,Serviços de Contabilidade,6911.28€,26-03-2023
Impressora D-Link Basic para uso profissional (NIF: 8908707614),Equipamentos Informáticos,1405.71€,2023-09-27
Serviço de branding para TikTok (NIF: 9895738472),Serviços de Marketing,3660.10 €,13.10.2023
Formação em línguas estrangeiras para colaboradores - blended 16 horas - Fatura nº 7528/2024,Formação e Desenvolvimento,5839.16 €,2023-07-24
Manutenção preditiva trimestral de sistemas de segurança - Fatura nº 9053/2024,Serviços de Manutenção,6419.35€,26.10.2023
Serviço jurídico de direito laboral - elaboração de contrato - Cód. D8934,Serviços Jurídicos,1630.71€,29/10/2023
Formação em gestão de conflitos para colaboradores - online 8 horas (Período: Abr/2024),Formação e Desenvolvimento,4176.06€,20-11-2023
Licença anual de Sage Pro - Fatura nº 4036/2024,Licenciamento de Software,7814.92 €,2023-01-04
Contratação de seguro de saúde grupal - cobertura standard (Generali) - Fatura nº 3715/2024,Seguros,1072.88 €,29.03.2023
Serviço jurídico de resolução de litígios - elaboração de parecer - Cód. G1937,Serviços Jurídicos,4799.63€,24.06.2023
Serviço de reconciliação bancária trimestral - Fatura nº 9734/2024,Serviços de Contabilidade,8318.57 €,18/06/2023
Serviço jurídico de fusões e aquisições - elaboração de parecer (NIF: 6122609717),Serviços Jurídicos,1306.93 €,25.12.2023
Formação em cibersegurança para colaboradores - blended 40 horas (Período: Mai/2024),Formação e Desenvolvimento,5111.58€,22-11-2023
armário de arquivo ek madeira cinza para escritório - Fatura nº 4087/2024,Mobiliário e Equipamento de Escritório,8863.72 €,30/03/2023
Fornecimento de resma de tinteiros para escritório - Fatura nº 5411/2024,Material de Escritório,4994.00 €,08/10/2023
Fornecimento de conjunto de calendários para escritório - Ref: N423,Material de Escritório,9324.50€,2023-01-16
